Fecha,Generación Total [MW],Exportación [MW],Importación [MW],Demanda Total [MW]
1/01/2019 00:00,5708.87385,0,0,5708.87385
1/01/2019 00:15,5554.09774,0,0,5554.09774
1/01/2019 00:30,5507.87057,0,0,5507.87057
1/01/2019 00:45,5470.88846,0,0,5470.88846
1/01/2019 01:00,5434.64513,0,0,5434.64513
1/01/2019 01:15,5393.99744,0,0,5393.99744
1/01/2019 01:30,5354.60283,0,0,5354.60283
1/01/2019 01:45,5317.5786,0,0,5317.5786
1/01/2019 02:00,5259.28723,0,0,5259.28723
1/01/2019 02:15,5147.03489,0,0,5147.03489
1/01/2019 02:30,5095.77471,0,0,5095.77471
1/01/2019 02:45,5052.39187,0,0,5052.39187
1/01/2019 03:00,5022.0655,0,0,5022.0655
1/01/2019 03:15,4991.12562,0,0,4991.12562
1/01/2019 03:30,4959.54409,0,0,4959.54409
1/01/2019 03:45,4927.49136,0,0,4927.49136
1/01/2019 04:00,4895.28901,0,0,4895.28901
1/01/2019 04:15,4860.61794,0,0,4860.61794
1/01/2019 04:30,4842.40414,0,0,4842.40414
1/01/2019 04:45,4838.16832,0,0,4838.16832
1/01/2019 05:00,4829.715,0,0,4829.715
1/01/2019 05:15,4808.83026,0,0,4808.83026
1/01/2019 05:30,4749.83823,0,0,4749.83823
1/01/2019 05:45,4728.97408,0,0,4728.97408
1/01/2019 06:00,4613.3268,0,0,4613.3268
1/01/2019 06:15,4510.5985,0,0,4510.5985
1/01/2019 06:30,4457.05089,0,0,4457.05089
1/01/2019 06:45,4422.76155,0,0,4422.76155
1/01/2019 07:00,4413.47721,0,0,4413.47721
1/01/2019 07:15,4386.86113,0,0,4386.86113
1/01/2019 07:30,4364.21549,0,0,4364.21549
1/01/2019 07:45,4382.22397,0,0,4382.22397
1/01/2019 08:00,4403.89712,0,0,4403.89712
1/01/2019 08:15,4450.54261,0,0,4450.54261
1/01/2019 08:30,4499.26652,0,0,4499.26652
1/01/2019 08:45,4541.33726,0,0,4541.33726
1/01/2019 09:00,4575.58777,0,0,4575.58777
1/01/2019 09:15,4617.13348,0,0,4617.13348
1/01/2019 09:30,4619.53402,0,0,4619.53402
1/01/2019 09:45,4714.1138,0,0,4714.1138
1/01/2019 10:00,4730.0953,0,0,4730.0953
1/01/2019 10:15,4763.76521,0,0,4763.76521
1/01/2019 10:30,4755.06747,0,0,4755.06747
1/01/2019 10:45,4793.26583,0,0,4793.26583
1/01/2019 11:00,4832.79874,0,0,4832.79874
1/01/2019 11:15,4826.61974,0,0,4826.61974
1/01/2019 11:30,4826.28928,0,0,4826.28928
1/01/2019 11:45,4866.34383,0,0,4866.34383
1/01/2019 12:00,4902.55935,0,0,4902.55935
1/01/2019 12:15,4897.69342,0,0,4897.69342
1/01/2019 12:30,4899.54464,0,0,4899.54464
1/01/2019 12:45,4894.13554,0,0,4894.13554
1/01/2019 13:00,4906.59762,0,0,4906.59762
1/01/2019 13:15,4888.82024,0,0,4888.82024
1/01/2019 13:30,4849.59911,0,0,4849.59911
1/01/2019 13:45,4850.24965,0,0,4850.24965
1/01/2019 14:00,4874.92602,0,0,4874.92602
1/01/2019 14:15,4854.46536,0,0,4854.46536
1/01/2019 14:30,4842.82439,0,0,4842.82439
1/01/2019 14:45,4859.12929,0,0,4859.12929
1/01/2019 15:00,4841.90776,0,0,4841.90776
1/01/2019 15:15,4835.71347,0,0,4835.71347
1/01/2019 15:30,4855.38026,0,0,4855.38026
1/01/2019 15:45,4859.20093,0,0,4859.20093
1/01/2019 16:00,4841.11788,0,0,4841.11788
1/01/2019 16:15,4926.91098,0,0,4926.91098
1/01/2019 16:30,4947.04505,0,0,4947.04505
1/01/2019 16:45,4939.07371,0,0,4939.07371
1/01/2019 17:00,4912.42862,0,0,4912.42862
1/01/2019 17:15,4916.21141,0,0,4916.21141
1/01/2019 17:30,4898.44056,0,0,4898.44056
1/01/2019 17:45,4971.719,0,0,4971.719
1/01/2019 18:00,5019.21207,0,0,5019.21207
1/01/2019 18:15,5064.07059,0,0,5064.07059
1/01/2019 18:30,5209.58768,0,0,5209.58768
1/01/2019 18:45,5398.9846,0,0,5398.9846
1/01/2019 19:00,5578.48875,0,0,5578.48875
1/01/2019 19:15,5719.74358,0,0,5719.74358
1/01/2019 19:30,5782.02096,0,0,5782.02096
1/01/2019 19:45,5829.80702,0,0,5829.80702
1/01/2019 20:00,5850.31565,0,0,5850.31565
1/01/2019 20:15,5863.1623,0,0,5863.1623
1/01/2019 20:30,5836.07243,0,0,5836.07243
1/01/2019 20:45,5814.63092,0,0,5814.63092
1/01/2019 21:00,5815.9339,0,0,5815.9339
1/01/2019 21:15,5771.52213,0,0,5771.52213
1/01/2019 21:30,5756.07308,0,0,5756.07308
1/01/2019 21:45,5739.26097,0,0,5739.26097
1/01/2019 22:00,5729.66652,0,0,5729.66652
1/01/2019 22:15,5675.76578,0,0,5675.76578
1/01/2019 22:30,5591.31692,0,0,5591.31692
1/01/2019 22:45,5530.39174,0,0,5530.39174
1/01/2019 23:00,5488.69936,0,0,5488.69936
1/01/2019 23:15,5339.95415,0,0,5339.95415
1/01/2019 23:30,5328.28916,0,0,5328.28916
1/01/2019 23:45,5200.87106,0,0,5200.87106
2/01/2019 00:00,5182.67775,0,0,5182.67775
2/01/2019 00:15,5064.09396,0,0,5064.09396
2/01/2019 00:30,4965.13665,0,0,4965.13665
2/01/2019 00:45,4949.24561,0,0,4949.24561
2/01/2019 01:00,4878.65766,0,0,4878.65766
2/01/2019 01:15,4887.15817,0,0,4887.15817
2/01/2019 01:30,4836.7943,0,0,4836.7943
2/01/2019 01:45,4809.45391,0,0,4809.45391
2/01/2019 02:00,4824.72731,0,0,4824.72731
2/01/2019 02:15,4740.17249,0,0,4740.17249
2/01/2019 02:30,4752.20925,0,0,4752.20925
2/01/2019 02:45,4721.8151,0,0,4721.8151
2/01/2019 03:00,4724.47684,0,0,4724.47684
2/01/2019 03:15,4708.73139,0,0,4708.73139
2/01/2019 03:30,4710.36556,0,0,4710.36556
2/01/2019 03:45,4719.36661,0,0,4719.36661
2/01/2019 04:00,4736.3641,0,0,4736.3641
2/01/2019 04:15,4683.58905,0,0,4683.58905
2/01/2019 04:30,4718.93704,0,0,4718.93704
2/01/2019 04:45,4759.11209,0,0,4759.11209
2/01/2019 05:00,4725.74695,0,0,4725.74695
2/01/2019 05:15,4785.87151,0,0,4785.87151
2/01/2019 05:30,4819.36208,0,0,4819.36208
2/01/2019 05:45,4777.723,0,0,4777.723
2/01/2019 06:00,4800.87203,0,0,4800.87203
2/01/2019 06:15,4823.86201,0,0,4823.86201
2/01/2019 06:30,4837.11355,0,0,4837.11355
2/01/2019 06:45,4862.27311,0,0,4862.27311
2/01/2019 07:00,4926.12316,0,0,4926.12316
2/01/2019 07:15,5014.01565,0,0,5014.01565
2/01/2019 07:30,5196.8364,0,0,5196.8364
2/01/2019 07:45,5246.95944,0,0,5246.95944
2/01/2019 08:00,5392.54664,0,0,5392.54664
2/01/2019 08:15,5526.43306,0,0,5526.43306
2/01/2019 08:30,5602.39693,0,0,5602.39693
2/01/2019 08:45,5682.54738,0,0,5682.54738
2/01/2019 09:00,5788.84301,0,0,5788.84301
2/01/2019 09:15,5918.64449,0,0,5918.64449
2/01/2019 09:30,5983.98599,0,0,5983.98599
2/01/2019 09:45,5985.71073,0,0,5985.71073
2/01/2019 10:00,6008.21526,0,0,6008.21526
2/01/2019 10:15,6144.64867,0,0,6144.64867
2/01/2019 10:30,6147.27037,0,0,6147.27037
2/01/2019 10:45,6215.33372,0,0,6215.33372
2/01/2019 11:00,6277.35381,0,0,6277.35381
2/01/2019 11:15,6344.13825,0,0,6344.13825
2/01/2019 11:30,6384.19075,0,0,6384.19075
2/01/2019 11:45,6401.45567,0,0,6401.45567
2/01/2019 12:00,6464.65684,0,0,6464.65684
2/01/2019 12:15,6410.42414,0,0,6410.42414
2/01/2019 12:30,6448.13297,0,0,6448.13297
2/01/2019 12:45,6435.66342,0,0,6435.66342
2/01/2019 13:00,6437.92835,0,0,6437.92835
2/01/2019 13:15,6405.4787,0,0,6405.4787
2/01/2019 13:30,6357.09908,0,0,6357.09908
2/01/2019 13:45,6391.55174,0,0,6391.55174
2/01/2019 14:00,6388.71134,0,0,6388.71134
2/01/2019 14:15,6428.49184,0,0,6428.49184
2/01/2019 14:30,6462.06639,0,0,6462.06639
2/01/2019 14:45,6501.82514,0,0,6501.82514
2/01/2019 15:00,6533.2039,0,0,6533.2039
2/01/2019 15:15,6498.16395,0,0,6498.16395
2/01/2019 15:30,6485.77276,0,0,6485.77276
2/01/2019 15:45,6478.63651,0,0,6478.63651
2/01/2019 16:00,6485.27398,0,0,6485.27398
2/01/2019 16:15,6459.16975,0,0,6459.16975
2/01/2019 16:30,6452.0546,0,0,6452.0546
2/01/2019 16:45,6464.60212,0,0,6464.60212
2/01/2019 17:00,6399.97539,0,0,6399.97539
2/01/2019 17:15,6389.14126,0,0,6389.14126
2/01/2019 17:30,6370.67543,0,0,6370.67543
2/01/2019 17:45,6364.91253,0,0,6364.91253
2/01/2019 18:00,6283.63681,0,0,6283.63681
2/01/2019 18:15,6151.82846,0,0,6151.82846
2/01/2019 18:30,6149.5174,0,0,6149.5174
2/01/2019 18:45,6261.63042,0,0,6261.63042
2/01/2019 19:00,6486.89833,0,0,6486.89833
2/01/2019 19:15,6599.24457,0,0,6599.24457
2/01/2019 19:30,6648.64944,0,0,6648.64944
2/01/2019 19:45,6669.07246,0,0,6669.07246
2/01/2019 20:00,6650.862,0,0,6650.862
2/01/2019 20:15,6616.18079,0,0,6616.18079
2/01/2019 20:30,6593.12971,0,0,6593.12971
2/01/2019 20:45,6601.06103,0,0,6601.06103
2/01/2019 21:00,6559.86809,0,0,6559.86809
2/01/2019 21:15,6608.61756,0,0,6608.61756
2/01/2019 21:30,6582.13342,0,0,6582.13342
2/01/2019 21:45,6587.6241,0,0,6587.6241
2/01/2019 22:00,6521.45143,0,0,6521.45143
2/01/2019 22:15,6462.97751,0,0,6462.97751
2/01/2019 22:30,6369.38516,0,0,6369.38516
2/01/2019 22:45,6293.80241,0,0,6293.80241
2/01/2019 23:00,6167.43706,0,0,6167.43706
2/01/2019 23:15,6070.11663,0,0,6070.11663
2/01/2019 23:30,5983.0545,0,0,5983.0545
2/01/2019 23:45,5878.65783,0,0,5878.65783
3/01/2019 00:00,5838.45524,0,0,5838.45524
3/01/2019 00:15,5723.15702,0,0,5723.15702
3/01/2019 00:30,5649.63546,0,0,5649.63546
3/01/2019 00:45,5551.09496,0,0,5551.09496
3/01/2019 01:00,5522.79515,0,0,5522.79515
3/01/2019 01:15,5472.87566,0,0,5472.87566
3/01/2019 01:30,5444.95853,0,0,5444.95853
3/01/2019 01:45,5398.08192,0,0,5398.08192
3/01/2019 02:00,5289.35126,0,0,5289.35126
3/01/2019 02:15,5315.31678,0,0,5315.31678
3/01/2019 02:30,5302.6596,0,0,5302.6596
3/01/2019 02:45,5237.46817,0,0,5237.46817
3/01/2019 03:00,5276.80276,0,0,5276.80276
3/01/2019 03:15,5241.16033,0,0,5241.16033
3/01/2019 03:30,5242.21704,0,0,5242.21704
3/01/2019 03:45,5257.33448,0,0,5257.33448
3/01/2019 04:00,5194.87744,0,0,5194.87744
3/01/2019 04:15,5242.33017,0,0,5242.33017
3/01/2019 04:30,5252.7753,0,0,5252.7753
3/01/2019 04:45,5262.23801,0,0,5262.23801
3/01/2019 05:00,5299.1348,0,0,5299.1348
3/01/2019 05:15,5281.92828,0,0,5281.92828
3/01/2019 05:30,5347.6512,0,0,5347.6512
3/01/2019 05:45,5363.0809,0,0,5363.0809
3/01/2019 06:00,5333.04398,0,0,5333.04398
3/01/2019 06:15,5351.18592,0,0,5351.18592
3/01/2019 06:30,5362.94045,0,0,5362.94045
3/01/2019 06:45,5403.1505,0,0,5403.1505
3/01/2019 07:00,5389.25881,0,0,5389.25881
3/01/2019 07:15,5496.66413,0,0,5496.66413
3/01/2019 07:30,5586.59877,0,0,5586.59877
3/01/2019 07:45,5652.43846,0,0,5652.43846
3/01/2019 08:00,5735.70081,0,0,5735.70081
3/01/2019 08:15,5803.2428,0,0,5803.2428
3/01/2019 08:30,5944.62246,0,0,5944.62246
3/01/2019 08:45,5994.08892,0,0,5994.08892
3/01/2019 09:00,6072.6959,0,0,6072.6959
3/01/2019 09:15,6120.75671,0,0,6120.75671
3/01/2019 09:30,6153.23743,0,0,6153.23743
3/01/2019 09:45,6233.01112,0,0,6233.01112
3/01/2019 10:00,6249.6609,0,0,6249.6609
3/01/2019 10:15,6298.53769,0,0,6298.53769
3/01/2019 10:30,6318.57352,0,0,6318.57352
3/01/2019 10:45,6339.23399,0,0,6339.23399
3/01/2019 11:00,6364.58889,0,0,6364.58889
3/01/2019 11:15,6420.10052,0,0,6420.10052
3/01/2019 11:30,6466.08259,0,0,6466.08259
3/01/2019 11:45,6463.25811,0,0,6463.25811
3/01/2019 12:00,6477.98668,0,0,6477.98668
3/01/2019 12:15,6434.92703,0,0,6434.92703
3/01/2019 12:30,6430.13151,0,0,6430.13151
3/01/2019 12:45,6378.86908,0,0,6378.86908
3/01/2019 13:00,6360.94872,0,0,6360.94872
3/01/2019 13:15,6275.32023,0,0,6275.32023
3/01/2019 13:30,6220.58477,0,0,6220.58477
3/01/2019 13:45,6234.86604,0,0,6234.86604
3/01/2019 14:00,6246.49469,0,0,6246.49469
3/01/2019 14:15,6344.49255,0,0,6344.49255
3/01/2019 14:30,6349.65827,0,0,6349.65827
3/01/2019 14:45,6415.88485,0,0,6415.88485
3/01/2019 15:00,6473.15759,0,0,6473.15759
3/01/2019 15:15,6452.75304,0,0,6452.75304
3/01/2019 15:30,6492.46725,0,0,6492.46725
3/01/2019 15:45,6459.78871,0,0,6459.78871
3/01/2019 16:00,6480.32012,0,0,6480.32012
3/01/2019 16:15,6414.52057,0,0,6414.52057
3/01/2019 16:30,6423.86711,0,0,6423.86711
3/01/2019 16:45,6410.13676,0,0,6410.13676
3/01/2019 17:00,6367.88003,0,0,6367.88003
3/01/2019 17:15,6379.37601,0,0,6379.37601
3/01/2019 17:30,6304.77692,0,0,6304.77692
3/01/2019 17:45,6273.6144,0,0,6273.6144
3/01/2019 18:00,6184.94388,0,0,6184.94388
3/01/2019 18:15,6124.31969,0,0,6124.31969
3/01/2019 18:30,6195.10677,0,0,6195.10677
3/01/2019 18:45,6281.80615,0,0,6281.80615
3/01/2019 19:00,6479.65257,0,0,6479.65257
3/01/2019 19:15,6518.29449,0,0,6518.29449
3/01/2019 19:30,6562.36452,0,0,6562.36452
3/01/2019 19:45,6568.63695,0,0,6568.63695
3/01/2019 20:00,6600.23857,0,0,6600.23857
3/01/2019 20:15,6578.43795,0,0,6578.43795
3/01/2019 20:30,6578.50812,0,0,6578.50812
3/01/2019 20:45,6569.97223,0,0,6569.97223
3/01/2019 21:00,6563.67594,0,0,6563.67594
3/01/2019 21:15,6580.69038,0,0,6580.69038
3/01/2019 21:30,6572.35647,0,0,6572.35647
3/01/2019 21:45,6573.81107,0,0,6573.81107
3/01/2019 22:00,6503.98499,0,0,6503.98499
3/01/2019 22:15,6482.40068,0,0,6482.40068
3/01/2019 22:30,6368.26655,0,0,6368.26655
3/01/2019 22:45,6300.19193,0,0,6300.19193
3/01/2019 23:00,6151.93824,0,0,6151.93824
3/01/2019 23:15,6035.48223,0,0,6035.48223
3/01/2019 23:30,5936.08844,0,0,5936.08844
3/01/2019 23:45,5862.32706,0,0,5862.32706
4/01/2019 00:00,5757.98123,0,0,5757.98123
4/01/2019 00:15,5676.9434,0,0,5676.9434
4/01/2019 00:30,5624.25748,0,0,5624.25748
4/01/2019 00:45,5512.22636,0,0,5512.22636
4/01/2019 01:00,5486.45602,0,0,5486.45602
4/01/2019 01:15,5417.02931,0,0,5417.02931
4/01/2019 01:30,5410.78293,0,0,5410.78293
4/01/2019 01:45,5326.61105,0,0,5326.61105
4/01/2019 02:00,5321.1877,0,0,5321.1877
4/01/2019 02:15,5266.2278,0,0,5266.2278
4/01/2019 02:30,5276.2682,0,0,5276.2682
4/01/2019 02:45,5261.64783,0,0,5261.64783
4/01/2019 03:00,5228.69791,0,0,5228.69791
4/01/2019 03:15,5227.59135,0,0,5227.59135
4/01/2019 03:30,5184.65791,0,0,5184.65791
4/01/2019 03:45,5212.62621,0,0,5212.62621
4/01/2019 04:00,5209.79654,0,0,5209.79654
4/01/2019 04:15,5242.23167,0,0,5242.23167
4/01/2019 04:30,5275.59638,0,0,5275.59638
4/01/2019 04:45,5238.05566,0,0,5238.05566
4/01/2019 05:00,5278.62832,0,0,5278.62832
4/01/2019 05:15,5310.89654,0,0,5310.89654
4/01/2019 05:30,5351.68227,0,0,5351.68227
4/01/2019 05:45,5343.93717,0,0,5343.93717
4/01/2019 06:00,5317.51837,0,0,5317.51837
4/01/2019 06:15,5326.96187,0,0,5326.96187
4/01/2019 06:30,5326.28531,0,0,5326.28531
4/01/2019 06:45,5363.68694,0,0,5363.68694
4/01/2019 07:00,5412.41069,0,0,5412.41069
4/01/2019 07:15,5490.20723,0,0,5490.20723
4/01/2019 07:30,5574.2879,0,0,5574.2879
4/01/2019 07:45,5644.49976,0,0,5644.49976
4/01/2019 08:00,5754.57803,0,0,5754.57803
4/01/2019 08:15,5852.13806,0,0,5852.13806
4/01/2019 08:30,5981.9198,0,0,5981.9198
4/01/2019 08:45,6054.23303,0,0,6054.23303
4/01/2019 09:00,6140.88577,0,0,6140.88577
4/01/2019 09:15,6231.17202,0,0,6231.17202
4/01/2019 09:30,6330.10803,0,0,6330.10803
4/01/2019 09:45,6379.74503,0,0,6379.74503
4/01/2019 10:00,6405.66694,0,0,6405.66694
4/01/2019 10:15,6436.11097,0,0,6436.11097
4/01/2019 10:30,6491.59123,0,0,6491.59123
4/01/2019 10:45,6499.50379,0,0,6499.50379
4/01/2019 11:00,6513.82954,0,0,6513.82954
4/01/2019 11:15,6567.41686,0,0,6567.41686
4/01/2019 11:30,6582.47072,0,0,6582.47072
4/01/2019 11:45,6598.60923,0,0,6598.60923
4/01/2019 12:00,6602.35554,0,0,6602.35554
4/01/2019 12:15,6578.2318,0,0,6578.2318
4/01/2019 12:30,6521.01339,0,0,6521.01339
4/01/2019 12:45,6521.87672,0,0,6521.87672
4/01/2019 13:00,6527.91363,0,0,6527.91363
4/01/2019 13:15,6466.7103,0,0,6466.7103
4/01/2019 13:30,6464.53864,0,0,6464.53864
4/01/2019 13:45,6412.04924,0,0,6412.04924
4/01/2019 14:00,6477.28232,0,0,6477.28232
4/01/2019 14:15,6547.54381,0,0,6547.54381
4/01/2019 14:30,6566.32906,0,0,6566.32906
4/01/2019 14:45,6600.28647,0,0,6600.28647
4/01/2019 15:00,6565.02765,0,0,6565.02765
4/01/2019 15:15,6585.76851,0,0,6585.76851
4/01/2019 15:30,6597.22786,0,0,6597.22786
4/01/2019 15:45,6627.47473,0,0,6627.47473
4/01/2019 16:00,6567.32852,0,0,6567.32852
4/01/2019 16:15,6626.438,0,0,6626.438
4/01/2019 16:30,6548.18779,0,0,6548.18779
4/01/2019 16:45,6528.46194,0,0,6528.46194
4/01/2019 17:00,6514.57602,0,0,6514.57602
4/01/2019 17:15,6467.57289,0,0,6467.57289
4/01/2019 17:30,6451.78166,0,0,6451.78166
4/01/2019 17:45,6411.4661,0,0,6411.4661
4/01/2019 18:00,6339.10414,0,0,6339.10414
4/01/2019 18:15,6197.3822,0,0,6197.3822
4/01/2019 18:30,6225.06837,0,0,6225.06837
4/01/2019 18:45,6372.30269,0,0,6372.30269
4/01/2019 19:00,6592.04541,0,0,6592.04541
4/01/2019 19:15,6705.59245,0,0,6705.59245
4/01/2019 19:30,6726.55303,0,0,6726.55303
4/01/2019 19:45,6732.14276,0,0,6732.14276
4/01/2019 20:00,6741.84206,0,0,6741.84206
4/01/2019 20:15,6702.72728,0,0,6702.72728
4/01/2019 20:30,6686.5642,0,0,6686.5642
4/01/2019 20:45,6669.04453,0,0,6669.04453
4/01/2019 21:00,6656.24228,0,0,6656.24228
4/01/2019 21:15,6670.06536,0,0,6670.06536
4/01/2019 21:30,6640.10835,0,0,6640.10835
4/01/2019 21:45,6689.35957,0,0,6689.35957
4/01/2019 22:00,6646.12426,0,0,6646.12426
4/01/2019 22:15,6521.22111,0,0,6521.22111
4/01/2019 22:30,6496.17886,0,0,6496.17886
4/01/2019 22:45,6347.64087,0,0,6347.64087
4/01/2019 23:00,6263.62536,0,0,6263.62536
4/01/2019 23:15,6193.54234,0,0,6193.54234
4/01/2019 23:30,6115.42718,0,0,6115.42718
4/01/2019 23:45,6027.34902,0,0,6027.34902
5/01/2019 00:00,5933.85739,0,0,5933.85739
5/01/2019 00:15,5842.27917,0,0,5842.27917
5/01/2019 00:30,5749.248,0,0,5749.248
5/01/2019 00:45,5723.89804,0,0,5723.89804
5/01/2019 01:00,5654.20191,0,0,5654.20191
5/01/2019 01:15,5580.98896,0,0,5580.98896
5/01/2019 01:30,5563.22962,0,0,5563.22962
5/01/2019 01:45,5511.60748,0,0,5511.60748
5/01/2019 02:00,5482.19932,0,0,5482.19932
5/01/2019 02:15,5446.18933,0,0,5446.18933
5/01/2019 02:30,5423.36695,0,0,5423.36695
5/01/2019 02:45,5430.01884,0,0,5430.01884
5/01/2019 03:00,5379.112,0,0,5379.112
5/01/2019 03:15,5372.14641,0,0,5372.14641
5/01/2019 03:30,5360.02967,0,0,5360.02967
5/01/2019 03:45,5369.96256,0,0,5369.96256
5/01/2019 04:00,5391.06869,0,0,5391.06869
5/01/2019 04:15,5305.42041,0,0,5305.42041
5/01/2019 04:30,5327.75362,0,0,5327.75362
5/01/2019 04:45,5352.58158,0,0,5352.58158
5/01/2019 05:00,5385.45862,0,0,5385.45862
5/01/2019 05:15,5447.69869,0,0,5447.69869
5/01/2019 05:30,5432.59775,0,0,5432.59775
5/01/2019 05:45,5419.61484,0,0,5419.61484
5/01/2019 06:00,5399.73999,0,0,5399.73999
5/01/2019 06:15,5363.33888,0,0,5363.33888
5/01/2019 06:30,5368.01113,0,0,5368.01113
5/01/2019 06:45,5334.77082,0,0,5334.77082
5/01/2019 07:00,5376.37092,0,0,5376.37092
5/01/2019 07:15,5406.1118,0,0,5406.1118
5/01/2019 07:30,5500.69664,0,0,5500.69664
5/01/2019 07:45,5560.38362,0,0,5560.38362
5/01/2019 08:00,5646.32576,0,0,5646.32576
5/01/2019 08:15,5758.97133,0,0,5758.97133
5/01/2019 08:30,5823.95225,0,0,5823.95225
5/01/2019 08:45,5948.30215,0,0,5948.30215
5/01/2019 09:00,6009.0591,0,0,6009.0591
5/01/2019 09:15,6083.00454,0,0,6083.00454
5/01/2019 09:30,6157.74412,0,0,6157.74412
5/01/2019 09:45,6169.68073,0,0,6169.68073
5/01/2019 10:00,6254.95972,0,0,6254.95972
5/01/2019 10:15,6286.84392,0,0,6286.84392
5/01/2019 10:30,6354.32073,0,0,6354.32073
5/01/2019 10:45,6390.60541,0,0,6390.60541
5/01/2019 11:00,6462.52263,0,0,6462.52263
5/01/2019 11:15,6483.67095,0,0,6483.67095
5/01/2019 11:30,6524.54657,0,0,6524.54657
5/01/2019 11:45,6518.73638,0,0,6518.73638
5/01/2019 12:00,6536.99382,0,0,6536.99382
5/01/2019 12:15,6513.66144,0,0,6513.66144
5/01/2019 12:30,6461.97835,0,0,6461.97835
5/01/2019 12:45,6464.09538,0,0,6464.09538
5/01/2019 13:00,6414.51194,0,0,6414.51194
5/01/2019 13:15,6381.24368,0,0,6381.24368
5/01/2019 13:30,6335.4304,0,0,6335.4304
5/01/2019 13:45,6358.99534,0,0,6358.99534
5/01/2019 14:00,6324.61369,0,0,6324.61369
5/01/2019 14:15,6351.71371,0,0,6351.71371
5/01/2019 14:30,6288.67153,0,0,6288.67153
5/01/2019 14:45,6311.73037,0,0,6311.73037
5/01/2019 15:00,6291.42479,0,0,6291.42479
5/01/2019 15:15,6289.30767,0,0,6289.30767
5/01/2019 15:30,6285.12037,0,0,6285.12037
5/01/2019 15:45,6204.46099,0,0,6204.46099
5/01/2019 16:00,6224.59199,0,0,6224.59199
5/01/2019 16:15,6239.35922,0,0,6239.35922
5/01/2019 16:30,6220.87416,0,0,6220.87416
5/01/2019 16:45,6229.30621,0,0,6229.30621
5/01/2019 17:00,6205.91851,0,0,6205.91851
5/01/2019 17:15,6183.14566,0,0,6183.14566
5/01/2019 17:30,6074.90907,0,0,6074.90907
5/01/2019 17:45,6131.03471,0,0,6131.03471
5/01/2019 18:00,6065.79876,0,0,6065.79876
5/01/2019 18:15,5967.57093,0,0,5967.57093
5/01/2019 18:30,6010.92941,0,0,6010.92941
5/01/2019 18:45,6084.12843,0,0,6084.12843
5/01/2019 19:00,6379.47624,0,0,6379.47624
5/01/2019 19:15,6543.41159,0,0,6543.41159
5/01/2019 19:30,6569.72364,0,0,6569.72364
5/01/2019 19:45,6600.0369,0,0,6600.0369
5/01/2019 20:00,6583.35618,0,0,6583.35618
5/01/2019 20:15,6549.29076,0,0,6549.29076
5/01/2019 20:30,6584.1169,0,0,6584.1169
5/01/2019 20:45,6558.35886,0,0,6558.35886
5/01/2019 21:00,6498.17003,0,0,6498.17003
5/01/2019 21:15,6541.78093,0,0,6541.78093
5/01/2019 21:30,6504.2539,0,0,6504.2539
5/01/2019 21:45,6529.54079,0,0,6529.54079
5/01/2019 22:00,6537.46855,0,0,6537.46855
5/01/2019 22:15,6437.13806,0,0,6437.13806
5/01/2019 22:30,6378.27922,0,0,6378.27922
5/01/2019 22:45,6305.81959,0,0,6305.81959
5/01/2019 23:00,6231.1128,0,0,6231.1128
5/01/2019 23:15,6138.53077,0,0,6138.53077
5/01/2019 23:30,6084.30114,0,0,6084.30114
5/01/2019 23:45,5959.51746,0,0,5959.51746
6/01/2019 00:00,5895.28378,0,0,5895.28378
6/01/2019 00:15,5795.36627,0,0,5795.36627
6/01/2019 00:30,5747.43023,0,0,5747.43023
6/01/2019 00:45,5678.99849,0,0,5678.99849
6/01/2019 01:00,5635.86745,0,0,5635.86745
6/01/2019 01:15,5627.44164,0,0,5627.44164
6/01/2019 01:30,5537.81607,0,0,5537.81607
6/01/2019 01:45,5494.53874,0,0,5494.53874
6/01/2019 02:00,5451.95227,0,0,5451.95227
6/01/2019 02:15,5436.17082,0,0,5436.17082
6/01/2019 02:30,5390.22296,0,0,5390.22296
6/01/2019 02:45,5412.33229,0,0,5412.33229
6/01/2019 03:00,5365.82854,0,0,5365.82854
6/01/2019 03:15,5337.10201,0,0,5337.10201
6/01/2019 03:30,5340.84355,0,0,5340.84355
6/01/2019 03:45,5310.59691,0,0,5310.59691
6/01/2019 04:00,5345.80078,0,0,5345.80078
6/01/2019 04:15,5318.21781,0,0,5318.21781
6/01/2019 04:30,5318.49094,0,0,5318.49094
6/01/2019 04:45,5324.11557,0,0,5324.11557
6/01/2019 05:00,5330.52011,0,0,5330.52011
6/01/2019 05:15,5317.30207,0,0,5317.30207
6/01/2019 05:30,5324.4028,0,0,5324.4028
6/01/2019 05:45,5290.90484,0,0,5290.90484
6/01/2019 06:00,5225.33849,0,0,5225.33849
6/01/2019 06:15,5143.79678,0,0,5143.79678
6/01/2019 06:30,5142.73138,0,0,5142.73138
6/01/2019 06:45,5132.53346,0,0,5132.53346
6/01/2019 07:00,5045.15761,0,0,5045.15761
6/01/2019 07:15,5072.072,0,0,5072.072
6/01/2019 07:30,5103.91587,0,0,5103.91587
6/01/2019 07:45,5153.7724,0,0,5153.7724
6/01/2019 08:00,5173.32636,0,0,5173.32636
6/01/2019 08:15,5239.76906,0,0,5239.76906
6/01/2019 08:30,5326.914,0,0,5326.914
6/01/2019 08:45,5321.26507,0,0,5321.26507
6/01/2019 09:00,5390.55059,0,0,5390.55059
